ORPHAcode_target;DiseaseName_target;n_exact_donors;ORPHAcode_donors;DiseaseName_donors;HPO_ID;HPO_Label;donor_count;Supporting_ORPHAcode_donors;candidate_type;is_selected;is_fully_supported
293284;Tetrahydrobiopterin-responsive phenylketonuria;1;2209;Maternal phenylketonuria syndrome;HP:0008589;Hypoplastic helices;1;2209;single_donor;False;False
293284;Tetrahydrobiopterin-responsive phenylketonuria;1;2209;Maternal phenylketonuria syndrome;HP:0009611;Bifid distal phalanx of the thumb;1;2209;single_donor;False;False
293284;Tetrahydrobiopterin-responsive phenylketonuria;1;2209;Maternal phenylketonuria syndrome;HP:0012210;Abnormal renal morphology;1;2209;single_donor;False;False
293284;Tetrahydrobiopterin-responsive phenylketonuria;1;2209;Maternal phenylketonuria syndrome;HP:0030084;Clinodactyly;1;2209;single_donor;False;False
313850;Infantile cerebellar-retinal degeneration;0;;;;;0;;no_match;False;False
319678;Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome;0;;;;;0;;no_match;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0001257;Spasticity;1;401805;single_donor;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0001276;Hypertonia;1;401805;single_donor;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0001347;Hyperreflexia;1;401805;single_donor;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0002194;Delayed gross motor development;1;401805;single_donor;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0002518;Abnormal periventricular white matter morphology;1;401805;single_donor;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0003202;Skeletal muscle atrophy;1;401805;single_donor;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0004322;Short stature;1;401805;single_donor;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0004325;Decreased body weight;1;401805;single_donor;False;False
369920;Pontocerebellar hypoplasia type 9;1;401805;Autosomal recessive spastic paraplegia type 63;HP:0012407;Scissor gait;1;401805;single_donor;False;False
394529;Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type;0;;;;;0;;no_match;False;False
394532;Multiple acyl-CoA dehydrogenase deficiency, mild type;0;;;;;0;;no_match;False;False
401859;Lipoic acid synthetase deficiency;0;;;;;0;;no_match;False;False
457185;Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome;0;;;;;0;;no_match;False;False
521438;Congenital vertebral-cardiac-renal anomalies syndrome;0;;;;;0;;no_match;False;False
528084;Non-specific syndromic intellectual disability;0;;;;;0;;no_match;False;False
583602;Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency;1;284417;Phosphoserine aminotransferase deficiency, infantile/juvenile form;HP:0000316;Hypertelorism;1;284417;single_donor;False;False
583602;Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency;1;284417;Phosphoserine aminotransferase deficiency, infantile/juvenile form;HP:0000340;Sloping forehead;1;284417;single_donor;False;False
583602;Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency;1;284417;Phosphoserine aminotransferase deficiency, infantile/juvenile form;HP:0000347;Micrognathia;1;284417;single_donor;False;False
583602;Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency;1;284417;Phosphoserine aminotransferase deficiency, infantile/juvenile form;HP:0000470;Short neck;1;284417;single_donor;False;False
583602;Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency;1;284417;Phosphoserine aminotransferase deficiency, infantile/juvenile form;HP:0000474;Thickened nuchal skin fold;1;284417;single_donor;False;False
583602;Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency;1;284417;Phosphoserine aminotransferase deficiency, infantile/juvenile form;HP:0001250;Seizure;1;284417;single_donor;False;False
583602;Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency;1;284417;Phosphoserine aminotransferase deficiency, infantile/juvenile form;HP:0001276;Hypertonia;1;284417;single_donor;False;False
583602;Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency;1;284417;Phosphoserine aminotransferase deficiency, infantile/juvenile form;HP:0001285;Spastic tetraparesis;1;284417;single_donor;False;False
